ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
688820.SH,20260421,99.72,100.99,75.0,76.65,19.68,56.97,289.4817,1299284.15,10371848.465
688820.SH,20260422,76.01,96.22,75.02,95.0,76.65,18.35,23.94,942851.34,7908642.405
688820.SH,20260423,94.5,102.5,88.6,88.6,95.0,-6.4,-6.7368,663851.11,6158118.895
688820.SH,20260424,90.5,103.0,86.1,93.82,88.6,5.22,5.8916,668416.83,6265992.953
688820.SH,20260427,96.5,102.33,96.5,101.1,93.82,7.28,7.7595,552288.9,5489651.778
688820.SH,20260428,100.0,100.0,91.72,93.0,101.1,-8.1,-8.0119,550014.85,5236491.57
688820.SH,20260429,91.07,94.33,86.87,92.5,93.0,-0.5,-0.5376,409843.67,3727740.265
688820.SH,20260430,93.79,107.0,91.0,103.0,92.5,10.5,11.3514,598629.12,5936871.893
688820.SH,20260506,108.13,115.4,103.7,107.1,103.0,4.1,3.9806,665398.63,7315511.545
688820.SH,20260507,106.2,122.9,105.01,119.0,107.1,11.9,11.1111,528214.49,6094705.691
688820.SH,20260508,115.0,129.2,113.88,127.0,119.0,8.0,6.7227,489133.93,5969844.225
688820.SH,20260511,134.6,149.5,127.0,144.5,127.0,17.5,13.7795,542390.18,7440702.699
688820.SH,20260512,139.01,144.78,133.38,137.3,144.5,-7.2,-4.9827,473048.7,6579231.26
688820.SH,20260513,133.0,160.08,133.0,155.45,137.3,18.15,13.2192,456308.2,6620102.603
688820.SH,20260514,159.89,169.0,150.01,154.8,155.45,-0.65,-0.4181,461458.03,7381352.199
688820.SH,20260515,158.04,185.0,150.0,183.84,154.8,29.04,18.7597,565213.39,9497922.017
688820.SH,20260518,174.0,189.99,173.1,188.1,183.84,4.26,2.3172,489937.63,8935072.09
688820.SH,20260519,180.88,186.66,171.58,182.67,188.1,-5.43,-2.8868,373792.14,6717737.426
688820.SH,20260520,180.27,207.47,180.19,189.24,182.67,6.57,3.5966,450740.49,8801417.898
688820.SH,20260521,196.0,196.0,172.8,176.8,189.24,-12.44,-6.5737,460672.02,8471889.349
688820.SH,20260522,179.98,189.95,170.1,187.95,176.8,11.15,6.3066,405802.14,7264194.93
